,id,transcription,file,len,OCEAN,scenario,seat,speaker,num_discourse
637,"['GS', 'L01', '001', '0032']",저도 나영석 인물이 11위로 하긴 했습니다,2,6,"[0.7708333333333333, 0.5416666666666666, 0.7708333333333333, 0.8125, 0.35416666666666663]",GS,L01,1,32
638,"['GS', 'L04', '004', '0033']",나영석님?,2,1,"[0.39583333333333337, 0.7708333333333333, 0.7291666666666666, 0.8333333333333333, 0.4375]",GS,L04,4,33
639,"['GS', 'L03', '003', '0027']",저 저도 나영석씨,2,3,"[0.5833333333333334, 0.625, 0.35416666666666663, 0.5833333333333334, 0.625]",GS,L03,3,27
640,"['GS', 'L04', '004', '0034']",나영석씨,2,1,"[0.39583333333333337, 0.7708333333333333, 0.7291666666666666, 0.8333333333333333, 0.4375]",GS,L04,4,34
641,"['GS', 'L04', '004', '0035']",11위,2,1,"[0.39583333333333337, 0.7708333333333333, 0.7291666666666666, 0.8333333333333333, 0.4375]",GS,L04,4,35
642,"['GS', 'L03', '003', '0028']",11위 네,2,2,"[0.5833333333333334, 0.625, 0.35416666666666663, 0.5833333333333334, 0.625]",GS,L03,3,28
643,"['GS', 'L04', '004', '0036']",그러면 이제 10위는 아무래도 오은영이 좀 아래 순인데요,2,8,"[0.39583333333333337, 0.7708333333333333, 0.7291666666666666, 0.8333333333333333, 0.4375]",GS,L04,4,36
644,"['GS', 'L01', '001', '0033']",저는 적당히 중간 정도 오 저도 8위,2,7,"[0.7708333333333333, 0.5416666666666666, 0.7708333333333333, 0.8125, 0.35416666666666663]",GS,L01,1,33
645,"['GS', 'L03', '003', '0029']",저도 조금 아래 순위,2,4,"[0.5833333333333334, 0.625, 0.35416666666666663, 0.5833333333333334, 0.625]",GS,L03,3,29
646,"['GS', 'L04', '004', '0037']",저는 8위,2,2,"[0.39583333333333337, 0.7708333333333333, 0.7291666666666666, 0.8333333333333333, 0.4375]",GS,L04,4,37
647,"['GS', 'L01', '001', '0034']",저도 8위,2,2,"[0.7708333333333333, 0.5416666666666666, 0.7708333333333333, 0.8125, 0.35416666666666663]",GS,L01,1,34
648,"['GS', 'L03', '003', '0030']",저는 10위로 했습니다,2,3,"[0.5833333333333334, 0.625, 0.35416666666666663, 0.5833333333333334, 0.625]",GS,L03,3,30
649,"['GS', 'L02', '002', '0015']",저는 12위로 했습니다,2,3,"[0.5208333333333334, 0.7708333333333333, 0.6041666666666666, 0.625, 0.35416666666666663]",GS,L02,2,15
650,"['GS', 'L04', '004', '0038']",아 그러면 오은영 씨를 12위로 하는 게,2,7,"[0.39583333333333337, 0.7708333333333333, 0.7291666666666666, 0.8333333333333333, 0.4375]",GS,L04,4,38
651,"['GS', 'L03', '003', '0031']",그러면은 지금 네,2,3,"[0.5833333333333334, 0.625, 0.35416666666666663, 0.5833333333333334, 0.625]",GS,L03,3,31
652,"['GS', 'L02', '002', '0016']",축제인데 조금 뜬금없는 것 같다고 생각을 해서,2,7,"[0.5208333333333334, 0.7708333333333333, 0.6041666666666666, 0.625, 0.35416666666666663]",GS,L02,2,16
653,"['GS', 'L04', '004', '0039']",9위,2,1,"[0.39583333333333337, 0.7708333333333333, 0.7291666666666666, 0.8333333333333333, 0.4375]",GS,L04,4,39
654,"['GS', 'L03', '003', '0032']",펭수는 혹시 몇 순위로 두셨는지,2,5,"[0.5833333333333334, 0.625, 0.35416666666666663, 0.5833333333333334, 0.625]",GS,L03,3,32
655,"['GS', 'L01', '001', '0036']",어,2,1,"[0.7708333333333333, 0.5416666666666666, 0.7708333333333333, 0.8125, 0.35416666666666663]",GS,L01,1,36
656,"['GS', 'L04', '004', '0140']",저는 5순위로 했거든요,2,3,"[0.39583333333333337, 0.7708333333333333, 0.7291666666666666, 0.8333333333333333, 0.4375]",GS,L04,4,140
657,"['GS', 'L01', '001', '0037']",예 굉장히 높아요 펭수는,2,4,"[0.7708333333333333, 0.5416666666666666, 0.7708333333333333, 0.8125, 0.35416666666666663]",GS,L01,1,37
658,"['GS', 'L04', '004', '0041']",아무래도 잼민이들이랑,2,2,"[0.39583333333333337, 0.7708333333333333, 0.7291666666666666, 0.8333333333333333, 0.4375]",GS,L04,4,41
659,"['GS', 'L02', '002', '0017']",딱 9순위 …?,2,3,"[0.5208333333333334, 0.7708333333333333, 0.6041666666666666, 0.625, 0.35416666666666663]",GS,L02,2,17
660,"['GS', 'L03', '003', '0033']",9순위,2,1,"[0.5833333333333334, 0.625, 0.35416666666666663, 0.5833333333333334, 0.625]",GS,L03,3,33
661,"['GS', 'L04', '004', '0042']",각자 혹시 남은 거 중에 좀 낮은 순위 있나요?,2,9,"[0.39583333333333337, 0.7708333333333333, 0.7291666666666666, 0.8333333333333333, 0.4375]",GS,L04,4,42
662,"['GS', 'L01', '001', '0038']",낮은 것부터 다시 말씀해 주실 수 있나요?,2,7,"[0.7708333333333333, 0.5416666666666666, 0.7708333333333333, 0.8125, 0.35416666666666663]",GS,L01,1,38
663,"['GS', 'L04', '004', '0043']",한혜진 씨가 11위거든요,2,3,"[0.39583333333333337, 0.7708333333333333, 0.7291666666666666, 0.8333333333333333, 0.4375]",GS,L04,4,43
664,"['GS', 'L03', '003', '0034']",한혜진 씨,2,2,"[0.5833333333333334, 0.625, 0.35416666666666663, 0.5833333333333334, 0.625]",GS,L03,3,34
665,"['GS', 'L04', '004', '0044']",원래는 11위였는데,2,2,"[0.39583333333333337, 0.7708333333333333, 0.7291666666666666, 0.8333333333333333, 0.4375]",GS,L04,4,44
666,"['GS', 'L02', '002', '0018']",저도 한혜진 님은 8위에요,2,4,"[0.5208333333333334, 0.7708333333333333, 0.6041666666666666, 0.625, 0.35416666666666663]",GS,L02,2,18
667,"['GS', 'L01', '001', '0039']",아 저는 노라조 님이 이제 10위인데,2,6,"[0.7708333333333333, 0.5416666666666666, 0.7708333333333333, 0.8125, 0.35416666666666663]",GS,L01,1,39
668,"['GS', 'L01', '001', '0040']",저도 노라조 님 10위에요,2,4,"[0.7708333333333333, 0.5416666666666666, 0.7708333333333333, 0.8125, 0.35416666666666663]",GS,L01,1,40
669,"['GS', 'L03', '003', '0035']",어 저도 노라조는 되게 순위가 낮아서,2,6,"[0.5833333333333334, 0.625, 0.35416666666666663, 0.5833333333333334, 0.625]",GS,L03,3,35
670,"['GS', 'L01', '001', '0041']",근데,2,1,"[0.7708333333333333, 0.5416666666666666, 0.7708333333333333, 0.8125, 0.35416666666666663]",GS,L01,1,41
671,"['GS', 'L02', '002', '0019']",저는 공연이 조금 축제에 도움이 되지 않을까 싶어서 4위로 설정을 해두긴 했는데,2,12,"[0.5208333333333334, 0.7708333333333333, 0.6041666666666666, 0.625, 0.35416666666666663]",GS,L02,2,19
672,"['GS', 'L03', '003', '0036']",아아,2,1,"[0.5833333333333334, 0.625, 0.35416666666666663, 0.5833333333333334, 0.625]",GS,L03,3,36
673,"['GS', 'L03', '003', '0037']",그렇기도 하죠,2,2,"[0.5833333333333334, 0.625, 0.35416666666666663, 0.5833333333333334, 0.625]",GS,L03,3,37
674,"['GS', 'L04', '004', '0045']",약간 타협이 필요하겠는데,2,3,"[0.39583333333333337, 0.7708333333333333, 0.7291666666666666, 0.8333333333333333, 0.4375]",GS,L04,4,45
675,"['GS', 'L02', '002', '0020']",네,2,1,"[0.5208333333333334, 0.7708333333333333, 0.6041666666666666, 0.625, 0.35416666666666663]",GS,L02,2,20
676,"['GS', 'L04', '004', '0046']",아무래도 이게 노라조가 좀 호불호가 갈려가지고,2,6,"[0.39583333333333337, 0.7708333333333333, 0.7291666666666666, 0.8333333333333333, 0.4375]",GS,L04,4,46
677,"['GS', 'L03', '003', '0038']",그러면,2,1,"[0.5833333333333334, 0.625, 0.35416666666666663, 0.5833333333333334, 0.625]",GS,L03,3,38
678,"['GS', 'L01', '001', '0042']",네,2,1,"[0.7708333333333333, 0.5416666666666666, 0.7708333333333333, 0.8125, 0.35416666666666663]",GS,L01,1,42
679,"['GS', 'L03', '003', '0039']",사실 저희 중학교 때는 엄청 유명했었는데 지금은 사실 조금 인지도가 많이 떨어지는 상황이긴 해서,2,14,"[0.5833333333333334, 0.625, 0.35416666666666663, 0.5833333333333334, 0.625]",GS,L03,3,39
680,"['GS', 'L02', '002', '0021']",그럼 9위로,2,2,"[0.5208333333333334, 0.7708333333333333, 0.6041666666666666, 0.625, 0.35416666666666663]",GS,L02,2,21
681,"['GS', 'L04', '004', '0047']",할까요?,2,1,"[0.39583333333333337, 0.7708333333333333, 0.7291666666666666, 0.8333333333333333, 0.4375]",GS,L04,4,47
682,"['GS', 'L04', '004', '0048']",지금 10위,2,2,"[0.39583333333333337, 0.7708333333333333, 0.7291666666666666, 0.8333333333333333, 0.4375]",GS,L04,4,48
683,"['GS', 'L03', '003', '0040']",아 9위,2,2,"[0.5833333333333334, 0.625, 0.35416666666666663, 0.5833333333333334, 0.625]",GS,L03,3,40
684,"['GS', 'L04', '004', '0049']",노라조 9위,2,2,"[0.39583333333333337, 0.7708333333333333, 0.7291666666666666, 0.8333333333333333, 0.4375]",GS,L04,4,49
685,"['GS', 'L01', '001', '0043']",한혜진 님을 되게,2,3,"[0.7708333333333333, 0.5416666666666666, 0.7708333333333333, 0.8125, 0.35416666666666663]",GS,L01,1,43
686,"['GS', 'L04', '004', '0050']",한혜진 씨도 빨리 합의를 봐야 하는데,2,6,"[0.39583333333333337, 0.7708333333333333, 0.7291666666666666, 0.8333333333333333, 0.4375]",GS,L04,4,50
687,"['GS', 'L03', '003', '0041']",네 한혜진 씨도 사실 생각을 해보니 어,2,7,"[0.5833333333333334, 0.625, 0.35416666666666663, 0.5833333333333334, 0.625]",GS,L03,3,41
688,"['GS', 'L01', '001', '0044']",근데 전 좀 높게 평가하긴 했었는데,2,6,"[0.7708333333333333, 0.5416666666666666, 0.7708333333333333, 0.8125, 0.35416666666666663]",GS,L01,1,44
689,"['GS', 'L03', '003', '0042']",네 나 혼자 산다라는 프로에 출연하는 것 말고는 그 출연하는 게 딱히 없고 낮아서 저도 8위로,2,16,"[0.5833333333333334, 0.625, 0.35416666666666663, 0.5833333333333334, 0.625]",GS,L03,3,42
690,"['GS', 'L04', '004', '0051']",한혜진 씨 8위?,2,3,"[0.39583333333333337, 0.7708333333333333, 0.7291666666666666, 0.8333333333333333, 0.4375]",GS,L04,4,51
691,"['GS', 'L04', '004', '0052']",네 좋습니다,2,2,"[0.39583333333333337, 0.7708333333333333, 0.7291666666666666, 0.8333333333333333, 0.4375]",GS,L04,4,52
692,"['GS', 'L01', '001', '0045']",아 이제 쟁쟁하네요 남은 게,2,5,"[0.7708333333333333, 0.5416666666666666, 0.7708333333333333, 0.8125, 0.35416666666666663]",GS,L01,1,45
693,"['GS', 'L03', '003', '0043']",그렇네요,2,1,"[0.5833333333333334, 0.625, 0.35416666666666663, 0.5833333333333334, 0.625]",GS,L03,3,43
694,"['GS', 'L04', '004', '0053']",이제 7위인데,2,2,"[0.39583333333333337, 0.7708333333333333, 0.7291666666666666, 0.8333333333333333, 0.4375]",GS,L04,4,53
695,"['GS', 'L04', '004', '0054']",저는 남은 분들 중에는 진짜 개인적으로 박나래 씨가,2,8,"[0.39583333333333337, 0.7708333333333333, 0.7291666666666666, 0.8333333333333333, 0.4375]",GS,L04,4,54
696,"['GS', 'L01', '001', '0046']",예 예 박나래,2,3,"[0.7708333333333333, 0.5416666666666666, 0.7708333333333333, 0.8125, 0.35416666666666663]",GS,L01,1,46
697,"['GS', 'L03', '003', '0044']",아 저도 동감입니다,2,3,"[0.5833333333333334, 0.625, 0.35416666666666663, 0.5833333333333334, 0.625]",GS,L03,3,44
698,"['GS', 'L04', '004', '0055']",부담이 되더라고요,2,2,"[0.39583333333333337, 0.7708333333333333, 0.7291666666666666, 0.8333333333333333, 0.4375]",GS,L04,4,55
699,"['GS', 'L01', '001', '0047']",맞습니다,2,1,"[0.7708333333333333, 0.5416666666666666, 0.7708333333333333, 0.8125, 0.35416666666666663]",GS,L01,1,47
700,"['GS', 'L04', '004', '0056']",다른 분들 혹시 몇 위로?,2,5,"[0.39583333333333337, 0.7708333333333333, 0.7291666666666666, 0.8333333333333333, 0.4375]",GS,L04,4,56
701,"['GS', 'L03', '003', '0045']",저는 저는 12위로 했습니다,2,4,"[0.5833333333333334, 0.625, 0.35416666666666663, 0.5833333333333334, 0.625]",GS,L03,3,45
702,"['GS', 'L01', '001', '0048']",이미 뭐 계속 되신거네요,2,4,"[0.7708333333333333, 0.5416666666666666, 0.7708333333333333, 0.8125, 0.35416666666666663]",GS,L01,1,48
703,"['GS', 'L04', '004', '0057']",몇 위 몇 위 쓰셨나요?,2,5,"[0.39583333333333337, 0.7708333333333333, 0.7291666666666666, 0.8333333333333333, 0.4375]",GS,L04,4,57
704,"['GS', 'L02', '002', '0022']",저 딱 7위입니다,2,3,"[0.5208333333333334, 0.7708333333333333, 0.6041666666666666, 0.625, 0.35416666666666663]",GS,L02,2,22
705,"['GS', 'L03', '003', '0046']",아 7위 딱 맞네 네,2,5,"[0.5833333333333334, 0.625, 0.35416666666666663, 0.5833333333333334, 0.625]",GS,L03,3,46
706,"['GS', 'L04', '004', '0058']",7위 아 그럼 7위로 하시는 걸로,2,6,"[0.39583333333333337, 0.7708333333333333, 0.7291666666666666, 0.8333333333333333, 0.4375]",GS,L04,4,58
707,"['GS', 'L04', '004', '0059']",이제부터 조금 상위권 올라가면,2,4,"[0.39583333333333337, 0.7708333333333333, 0.7291666666666666, 0.8333333333333333, 0.4375]",GS,L04,4,59
708,"['GS', 'L04', '004', '0060']",1위는 그냥 정해도 되지 않을까요,2,5,"[0.39583333333333337, 0.7708333333333333, 0.7291666666666666, 0.8333333333333333, 0.4375]",GS,L04,4,60
709,"['GS', 'L04', '004', '0061']",아이유,2,1,"[0.39583333333333337, 0.7708333333333333, 0.7291666666666666, 0.8333333333333333, 0.4375]",GS,L04,4,61
710,"['GS', 'L03', '003', '0047']",네,2,1,"[0.5833333333333334, 0.625, 0.35416666666666663, 0.5833333333333334, 0.625]",GS,L03,3,47
711,"['GS', 'L04', '004', '0062']",아 그렇죠,2,2,"[0.39583333333333337, 0.7708333333333333, 0.7291666666666666, 0.8333333333333333, 0.4375]",GS,L04,4,62
712,"['GS', 'L03', '003', '0048']",거의 다,2,2,"[0.5833333333333334, 0.625, 0.35416666666666663, 0.5833333333333334, 0.625]",GS,L03,3,48
713,"['GS', 'L04', '004', '0063']",1등은 아이유,2,2,"[0.39583333333333337, 0.7708333333333333, 0.7291666666666666, 0.8333333333333333, 0.4375]",GS,L04,4,63
714,"['GS', 'L03', '003', '0049']",네네,2,1,"[0.5833333333333334, 0.625, 0.35416666666666663, 0.5833333333333334, 0.625]",GS,L03,3,49
715,"['GS', 'L01', '001', '0049']",이종석,2,1,"[0.7708333333333333, 0.5416666666666666, 0.7708333333333333, 0.8125, 0.35416666666666663]",GS,L01,1,49
716,"['GS', 'L01', '001', '0050']",남자연예인,2,1,"[0.7708333333333333, 0.5416666666666666, 0.7708333333333333, 0.8125, 0.35416666666666663]",GS,L01,1,50
717,"['GS', 'L04', '004', '0064']",저는 이종석 씨가,2,3,"[0.39583333333333337, 0.7708333333333333, 0.7291666666666666, 0.8333333333333333, 0.4375]",GS,L04,4,64
718,"['GS', 'L04', '004', '0065']",이종석 씨가 그나마 남은 분들 중에 제일 낮습니다.,2,8,"[0.39583333333333337, 0.7708333333333333, 0.7291666666666666, 0.8333333333333333, 0.4375]",GS,L04,4,65
719,"['GS', 'L01', '001', '0051']",그렇죠,2,1,"[0.7708333333333333, 0.5416666666666666, 0.7708333333333333, 0.8125, 0.35416666666666663]",GS,L01,1,51
720,"['GS', 'L01', '001', '0052']",이게 여자 연예인이면 남녀 다 좋아하는데 남자 연예인이면 또 이미지,2,10,"[0.7708333333333333, 0.5416666666666666, 0.7708333333333333, 0.8125, 0.35416666666666663]",GS,L01,1,52
721,"['GS', 'L04', '004', '0066']",근데 이종석 씨가 이런 축제,2,5,"[0.39583333333333337, 0.7708333333333333, 0.7291666666666666, 0.8333333333333333, 0.4375]",GS,L04,4,66
722,"['GS', 'L03', '003', '0050']",분위기랑은,2,1,"[0.5833333333333334, 0.625, 0.35416666666666663, 0.5833333333333334, 0.625]",GS,L03,3,50
723,"['GS', 'L04', '004', '0067']",또 여자분들도 많을 것 같긴 한데 다른 분들에 비해서는 약간 축제에 어울리지는 않지 않나,2,14,"[0.39583333333333337, 0.7708333333333333, 0.7291666666666666, 0.8333333333333333, 0.4375]",GS,L04,4,67
724,"['GS', 'L03', '003', '0051']",그쵸,2,1,"[0.5833333333333334, 0.625, 0.35416666666666663, 0.5833333333333334, 0.625]",GS,L03,3,51
725,"['GS', 'L01', '001', '0053']",좀 차가운 이미지가 있는 것 같아서 개인적으로,2,7,"[0.7708333333333333, 0.5416666666666666, 0.7708333333333333, 0.8125, 0.35416666666666663]",GS,L01,1,53
726,"['GS', 'L03', '003', '0052']",맞아요,2,1,"[0.5833333333333334, 0.625, 0.35416666666666663, 0.5833333333333334, 0.625]",GS,L03,3,52
727,"['GS', 'L04', '004', '0068']",축제라기보다는 약간 사람들의 흥을 돋아주고 이런 재미 요소가 있어야 돼요,2,10,"[0.39583333333333337, 0.7708333333333333, 0.7291666666666666, 0.8333333333333333, 0.4375]",GS,L04,4,68
728,"['GS', 'L04', '004', '0069']",딱딱하시지 않고,2,2,"[0.39583333333333337, 0.7708333333333333, 0.7291666666666666, 0.8333333333333333, 0.4375]",GS,L04,4,69
729,"['GS', 'L01', '001', '0054']",그렇죠,2,1,"[0.7708333333333333, 0.5416666666666666, 0.7708333333333333, 0.8125, 0.35416666666666663]",GS,L01,1,54
730,"['GS', 'L04', '004', '0070']",배우이시다 보니까 좀 한정적인,2,4,"[0.39583333333333337, 0.7708333333333333, 0.7291666666666666, 0.8333333333333333, 0.4375]",GS,L04,4,70
731,"['GS', 'L04', '004', '0071']",그러면 6위를 이종석 씨가,2,4,"[0.39583333333333337, 0.7708333333333333, 0.7291666666666666, 0.8333333333333333, 0.4375]",GS,L04,4,71
732,"['GS', 'L03', '003', '0053']",네,2,1,"[0.5833333333333334, 0.625, 0.35416666666666663, 0.5833333333333334, 0.625]",GS,L03,3,53
733,"['GS', 'L01', '001', '0055']",저는 좋습니다.,2,2,"[0.7708333333333333, 0.5416666666666666, 0.7708333333333333, 0.8125, 0.35416666666666663]",GS,L01,1,55
734,"['GS', 'L03', '003', '0054']",네 6위를,2,2,"[0.5833333333333334, 0.625, 0.35416666666666663, 0.5833333333333334, 0.625]",GS,L03,3,54
735,"['GS', 'L04', '004', '0072']",남은 분이 김유정 보아 펭수 이수근 씨 4명인가요?,2,8,"[0.39583333333333337, 0.7708333333333333, 0.7291666666666666, 0.8333333333333333, 0.4375]",GS,L04,4,72
736,"['GS', 'L03', '003', '0055']",네네 맞습니다.,2,2,"[0.5833333333333334, 0.625, 0.35416666666666663, 0.5833333333333334, 0.625]",GS,L03,3,55
737,"['GS', 'L04', '004', '0073']",네,2,1,"[0.39583333333333337, 0.7708333333333333, 0.7291666666666666, 0.8333333333333333, 0.4375]",GS,L04,4,73
738,"['GS', 'L04', '004', '0074']",혹시 남은 것 중에 제일 순위가 낮다 하시는 분 저는 펭수가 5위라서,2,12,"[0.39583333333333337, 0.7708333333333333, 0.7291666666666666, 0.8333333333333333, 0.4375]",GS,L04,4,74
739,"['GS', 'L02', '002', '0023']",저도 펭수가 좀 낮습니다.,2,4,"[0.5208333333333334, 0.7708333333333333, 0.6041666666666666, 0.625, 0.35416666666666663]",GS,L02,2,23
740,"['GS', 'L03', '003', '0056']",저도 펭수가 되게 낮아서,2,4,"[0.5833333333333334, 0.625, 0.35416666666666663, 0.5833333333333334, 0.625]",GS,L03,3,56
741,"['GS', 'L04', '004', '0075']",펭수 펭수 괜찮으신가요?,2,3,"[0.39583333333333337, 0.7708333333333333, 0.7291666666666666, 0.8333333333333333, 0.4375]",GS,L04,4,75
742,"['GS', 'L04', '004', '0076']",펭수 혹시 몇 위신가요?,2,4,"[0.39583333333333337, 0.7708333333333333, 0.7291666666666666, 0.8333333333333333, 0.4375]",GS,L04,4,76
743,"['GS', 'L01', '001', '0056']",저는 2위,2,2,"[0.7708333333333333, 0.5416666666666666, 0.7708333333333333, 0.8125, 0.35416666666666663]",GS,L01,1,56
744,"['GS', 'L03', '003', '0057']",2위이신가요 아 타협이 필요한데,2,4,"[0.5833333333333334, 0.625, 0.35416666666666663, 0.5833333333333334, 0.625]",GS,L03,3,57
745,"['GS', 'L01', '001', '0057']",행사 축제 축제예요 행사에요?,2,4,"[0.7708333333333333, 0.5416666666666666, 0.7708333333333333, 0.8125, 0.35416666666666663]",GS,L01,1,57
746,"['GS', 'L01', '001', '0058']",행사라는 좀 더 넓은 개념이면 사실 펭수가 좀 더 맞을 것 같아가지고,2,12,"[0.7708333333333333, 0.5416666666666666, 0.7708333333333333, 0.8125, 0.35416666666666663]",GS,L01,1,58
747,"['GS', 'L01', '001', '0059']",그러니까 연령층을 다 바라볼 수 있고,2,6,"[0.7708333333333333, 0.5416666666666666, 0.7708333333333333, 0.8125, 0.35416666666666663]",GS,L01,1,59
748,"['GS', 'L01', '001', '0060']",사실 큰 행사 경험도 많아서 행사 뛰기에는 제격이라고 생각해서 2위로 했는데,2,11,"[0.7708333333333333, 0.5416666666666666, 0.7708333333333333, 0.8125, 0.35416666666666663]",GS,L01,1,60
