OCEAN,instruction,transcription
O: 0.7083 C: 0.5625 E: 0.6458 A: 0.7083 N: 0.5208,"주어진 대화를 보고, 성격 5요인을 예측하세요.",2시간도 끝이 없어요. 이러면
O: 0.7083 C: 0.5625 E: 0.6458 A: 0.7083 N: 0.5208,"주어진 대화를 보고, 성격 5요인을 예측하세요.",{LAUGH}
O: 0.4167 C: 0.5417 E: 0.5417 A: 0.5 N: 0.6875,"주어진 대화를 보고, 성격 5요인을 예측하세요.",네 맞아요
O: 0.6458 C: 0.5208 E: 0.7917 A: 0.6667 N: 0.2292,"주어진 대화를 보고, 성격 5요인을 예측하세요.",1등 이겁니다
O: 0.4167 C: 0.5417 E: 0.5417 A: 0.5 N: 0.6875,"주어진 대화를 보고, 성격 5요인을 예측하세요.",함축적으로 괜찮은 시간 안에 끝낸거 같습니다
O: 0.6458 C: 0.5208 E: 0.7917 A: 0.6667 N: 0.2292,"주어진 대화를 보고, 성격 5요인을 예측하세요.",이게 또 사실 축제가 명확하게 어떤 축제다 하면 사실 좀 그게 있을텐데
O: 0.7083 C: 0.5625 E: 0.6458 A: 0.7083 N: 0.5208,"주어진 대화를 보고, 성격 5요인을 예측하세요.",사실 축제는 무대에만 국한돼 있는 건 아닌데 저희가 다 일부분만 보고 들어간 것 같기는 해요.
O: 0.6458 C: 0.5208 E: 0.7917 A: 0.6667 N: 0.2292,"주어진 대화를 보고, 성격 5요인을 예측하세요.",아니면 MC 자리는 어떤 사람이 1등 이런 것도 하면
O: 0.6458 C: 0.5833 E: 0.8542 A: 0.5833 N: 0.2708,"주어진 대화를 보고, 성격 5요인을 예측하세요.",다들 어떻게 뭐 생각 좀 해 보셨어요? 생각할 시간 거의 없지 않으셨어요
O: 0.6667 C: 0.6875 E: 0.75 A: 0.5 N: 0.25,"주어진 대화를 보고, 성격 5요인을 예측하세요.",저기서 조금 화장실 가서 좀 하면서 저부터 그럼 말해 볼까요? 네
O: 0.6458 C: 0.5833 E: 0.8542 A: 0.5833 N: 0.2708,"주어진 대화를 보고, 성격 5요인을 예측하세요.",네네
O: 0.6667 C: 0.6875 E: 0.75 A: 0.5 N: 0.25,"주어진 대화를 보고, 성격 5요인을 예측하세요.",동쪽에 여기 분식집 튀김 사이에 자리를 잡았는데 여기에다가 저는 수제 맥주 가게를 차리고 싶어요.
O: 0.6458 C: 0.5833 E: 0.8542 A: 0.5833 N: 0.2708,"주어진 대화를 보고, 성격 5요인을 예측하세요.",네
O: 0.6458 C: 0.5833 E: 0.8542 A: 0.5833 N: 0.2708,"주어진 대화를 보고, 성격 5요인을 예측하세요.",동쪽이요.
O: 0.6667 C: 0.6875 E: 0.75 A: 0.5 N: 0.25,"주어진 대화를 보고, 성격 5요인을 예측하세요.",음료나 버블티 같은 식품이 있는데 주류가 없다 보니까 아이들과 같이 온 부모님이나 아니면 커플들 성인층들에게 제공할 수 있는 음료가 있으면 좋겠다 싶어서 수제맥주 아니면 맥주 하고싶습니다.
O: 0.6458 C: 0.5833 E: 0.8542 A: 0.5833 N: 0.2708,"주어진 대화를 보고, 성격 5요인을 예측하세요.",동쪽이요 네
O: 0.5833 C: 0.5625 E: 0.4792 A: 0.4583 N: 0.3125,"주어진 대화를 보고, 성격 5요인을 예측하세요.",일단 저희가 파악해야 될 게 뭔가 각 위치 정보들이 나와 있는데 거기에 보면 북쪽은 경쟁 부스가 많고 동쪽은 나이 드신 분들 고등학생들 많고 서쪽은 부모 아이들이 많고 남쪽은 쉼터 있고 어쨌거나 다 음식점을 해야 되는 건가요?
O: 0.6458 C: 0.5833 E: 0.8542 A: 0.5833 N: 0.2708,"주어진 대화를 보고, 성격 5요인을 예측하세요.",꼭 그런 건 아니에요. 꼭 그런 건 아닌데 저는 그냥 뭐 비슷하게 저는 그냥 사람 제일 많은 경쟁 북쪽에다가 맥주가 역시 축제에서는 수익이 제일 높지 않나 수제 맥주가 그래서 저는 맥주로 생각을 했거든요 저도 북쪽에다가
O: 0.5833 C: 0.5625 E: 0.4792 A: 0.4583 N: 0.3125,"주어진 대화를 보고, 성격 5요인을 예측하세요.",맥주 맥주가 지금
O: 0.6458 C: 0.5833 E: 0.8542 A: 0.5833 N: 0.2708,"주어진 대화를 보고, 성격 5요인을 예측하세요.",저는 오히려 동쪽은 고등학생들이 많이 찾는다 약간 이런 느낌이 있어서 그래서 좀 더 어차피 이런 경쟁 부스에서 여기 보면 맥주가 없잖아요.
O: 0.6458 C: 0.5833 E: 0.8542 A: 0.5833 N: 0.2708,"주어진 대화를 보고, 성격 5요인을 예측하세요.",축제 가면 항상 월디페 워터밤 이런 데 가서 제일 줄 많이 서야 되는 게 물론 다른류의 축제지만 항상 맥주집은 항상 줄이 끝나지가 않아가지고 거기 못 산단 말이죠.
O: 0.5833 C: 0.5625 E: 0.4792 A: 0.4583 N: 0.3125,"주어진 대화를 보고, 성격 5요인을 예측하세요.",맥주랑 요즘에는 저거 하이볼이랑 이런 것들 많잖아요.
O: 0.6458 C: 0.5833 E: 0.8542 A: 0.5833 N: 0.2708,"주어진 대화를 보고, 성격 5요인을 예측하세요.",그렇죠 하이볼 음 그죠
O: 0.5833 C: 0.5625 E: 0.4792 A: 0.4583 N: 0.3125,"주어진 대화를 보고, 성격 5요인을 예측하세요.",저도 근데 동쪽보다는 북쪽인 게 일단 들어와서 축제다 보니까 맥주를 한잔 들고 이 부스를 돌면서 마시는 것 이 기다리는 김에 할 수 있어서 만약에 맥주나 하이볼 파 이런 느낌으로 한다면 북쪽에 차리는 게 제일 낫지 않을까 혹시 어떻게
O: 0.6458 C: 0.6458 E: 0.5208 A: 0.7292 N: 0.625,"주어진 대화를 보고, 성격 5요인을 예측하세요.",일단은 저는 저도 비슷한 것 같아요.
O: 0.6458 C: 0.6458 E: 0.5208 A: 0.7292 N: 0.625,"주어진 대화를 보고, 성격 5요인을 예측하세요.",근데 일단은 참여하는 사람들이 20대 초반 초중반이랑 40대 중반부터 50대 중반까지잖아요.
O: 0.6458 C: 0.6458 E: 0.5208 A: 0.7292 N: 0.625,"주어진 대화를 보고, 성격 5요인을 예측하세요.",저는완전 성인이니까 저도 술이라고 해서야 되잖아요.
O: 0.6458 C: 0.6458 E: 0.5208 A: 0.7292 N: 0.625,"주어진 대화를 보고, 성격 5요인을 예측하세요.",저는 술 꼭 맥주뿐만 아니라 술 왜냐하면 나이 드신 분들 소주도 좋아하시는 분도 있고 워낙 그런 지역 축제에는 다양한 것도 있으니까 술이나 아니면은 저 커피 카페 카페도 그러니까 제가 술 아니 카페였어요.
O: 0.6458 C: 0.6458 E: 0.5208 A: 0.7292 N: 0.625,"주어진 대화를 보고, 성격 5요인을 예측하세요.",그래서 그렇게 해서 왜냐하면 이제 말 그대로 마실 게 없고 그러다 보니까 그렇게 없다고 생각을 했고 그리고 시간대가 방문자 수가 2시부터 3시까지니까 저도 축제 많이 가다 보면 사실 돌아다니는 거 한순간이고 이제 하다가 힘들어 진짜 쉬거든요.
O: 0.6458 C: 0.6458 E: 0.5208 A: 0.7292 N: 0.625,"주어진 대화를 보고, 성격 5요인을 예측하세요.",쉬는데 쉴 때 그러면 커피든 뭐든 술이든 마시고 있을 때 텐트 쉼터가 있고 그리고 메인 무대도 잘 보이고 이렇게 앉아서 이렇게 볼 수도 있고 메인 무대도 보이고 옆에 햄버거랑 감자튀김집이 있어가지고 자연스럽게 그다음에 당기는 게 이제 술이 햄버거도 있고 감자튀김도 있고 핫도그도 있고
O: 0.5833 C: 0.5625 E: 0.4792 A: 0.4583 N: 0.3125,"주어진 대화를 보고, 성격 5요인을 예측하세요.",남쪽으로 생각을 한다.
O: 0.6458 C: 0.6458 E: 0.5208 A: 0.7292 N: 0.625,"주어진 대화를 보고, 성격 5요인을 예측하세요.",네 저는 그래서 남쪽으로 생각했던 게 쉼터가 있으니까 일단 앉아서도 쉴 수 있고 그러다 보니까 제일 잘 보이는 곳이 또 남쪽이고 북쪽은 다 지나가면서 저도 북쪽이랑 남쪽 고민해야 되는데 북쪽은 다 지나가니까 워낙 경쟁자들 많고 막 술이 있는데 이제 호떡 소세지 츄러스 부침개 냄새 엄청 나고 막 그런 거 해서 사이에 껴 있는 것보다 아예 여유 있게 안쪽에 있으면 사람들도 자연스럽게 그냥 앉아서 술 마시지 않을까 싶어가지구
O: 0.5833 C: 0.5625 E: 0.4792 A: 0.4583 N: 0.3125,"주어진 대화를 보고, 성격 5요인을 예측하세요.",근데 무대를 보니까 뒤에는 텐트 쉼터잖아요.
O: 0.5833 C: 0.5625 E: 0.4792 A: 0.4583 N: 0.3125,"주어진 대화를 보고, 성격 5요인을 예측하세요.",텐트 쉼터에서 무대를 볼 수가 없을 것 같아요.
O: 0.6458 C: 0.6458 E: 0.5208 A: 0.7292 N: 0.625,"주어진 대화를 보고, 성격 5요인을 예측하세요.",아까 뚫려 있다고 말씀하셨어 가지고
O: 0.5833 C: 0.5625 E: 0.4792 A: 0.4583 N: 0.3125,"주어진 대화를 보고, 성격 5요인을 예측하세요.",근데 이게 텐트 안에 들어가서 무대가 보이진 않지 않을까요
O: 0.6458 C: 0.6458 E: 0.5208 A: 0.7292 N: 0.625,"주어진 대화를 보고, 성격 5요인을 예측하세요.",그거는 생각 그냥 앉아서 보면 그냥 자연스럽게 축제 할 수 있다 그렇게 생각을 했던 것 같아요.
O: 0.6458 C: 0.6458 E: 0.5208 A: 0.7292 N: 0.625,"주어진 대화를 보고, 성격 5요인을 예측하세요.",그리고 저 밑에서 남쪽에 메인 무대로 향하는 손님을 잡을 확률이 가장 높음이라고 심지어 남쪽에 써져 있어서
O: 0.5833 C: 0.5625 E: 0.4792 A: 0.4583 N: 0.3125,"주어진 대화를 보고, 성격 5요인을 예측하세요.",사실 저도 그것 때문에 보러 가고 있었는데 사실 무대가 그렇게 여기에 뭔가 객석 자체가 아래쪽으로 돼 있어서 사람 만약에 예를 들어서 행사를 하면은 등만 보이고 만약에 뚫려 있다고 해도 뒤에 세션이 깔리거나 그러지 않을까 싶어서 쉬는거
O: 0.6458 C: 0.6458 E: 0.5208 A: 0.7292 N: 0.625,"주어진 대화를 보고, 성격 5요인을 예측하세요.",그냥 저는 그냥 쉬는 거여서 오히려 축제 담당자 전용 건물 때문에 가릴 거라고 생각했어요 북쪽은
O: 0.6458 C: 0.5833 E: 0.8542 A: 0.5833 N: 0.2708,"주어진 대화를 보고, 성격 5요인을 예측하세요.",근데 여기 보면 여기 다 출입구가 있어요.
O: 0.6458 C: 0.5833 E: 0.8542 A: 0.5833 N: 0.2708,"주어진 대화를 보고, 성격 5요인을 예측하세요.",지도에 남쪽 출입구가 있고 북쪽 출입구가 있는데 어차피 가린다고 해도 어떻게 이 출입구로 오면 다 볼 수밖에 없는 거고 저는 항상 붐벼야 된다라고 생각한 게 뭐냐면 분배해야 나도 먹고 싶다.
O: 0.6458 C: 0.5833 E: 0.8542 A: 0.5833 N: 0.2708,"주어진 대화를 보고, 성격 5요인을 예측하세요.",왜냐면 축제가 어차피 사람 많은 거 다 알고 가잖아요.
O: 0.6458 C: 0.5833 E: 0.8542 A: 0.5833 N: 0.2708,"주어진 대화를 보고, 성격 5요인을 예측하세요.",사람 없을 거면 축제 안 가죠.
O: 0.6458 C: 0.5833 E: 0.8542 A: 0.5833 N: 0.2708,"주어진 대화를 보고, 성격 5요인을 예측하세요.",그런 거 있었으면 그냥 집에 있죠.
O: 0.6458 C: 0.5833 E: 0.8542 A: 0.5833 N: 0.2708,"주어진 대화를 보고, 성격 5요인을 예측하세요.",사람 많다라는 걸 다 알고 가는데 오히려 사람이 몰려 있으니까 더 관심이 가고 누구나 이렇게 한 잔씩 들고 있기 때문에 더 먹고 싶어지고 그런 게 저는 있더라고요 축제를 갔을 때
O: 0.6458 C: 0.5833 E: 0.8542 A: 0.5833 N: 0.2708,"주어진 대화를 보고, 성격 5요인을 예측하세요.",그리고 약간 그게 좀 구매 심리를 일으키기도 하고 또 약간 커피보다는 저는 술인 이유가 뭐냐 하면 커피는 회전율이 느려요.
O: 0.6458 C: 0.5833 E: 0.8542 A: 0.5833 N: 0.2708,"주어진 대화를 보고, 성격 5요인을 예측하세요.",왜냐하면 아메리카노부터 이렇게 시럽 해야 되는데 술은 이렇게 따르면 끝이거든요 축제에서 이렇게
O: 0.6458 C: 0.5833 E: 0.8542 A: 0.5833 N: 0.2708,"주어진 대화를 보고, 성격 5요인을 예측하세요.",그래서 회전율이 빨라지고 빠르게 주고 빠르게 다시 보내고 다음 손님 받을 수 있지 않을까
O: 0.6458 C: 0.6458 E: 0.5208 A: 0.7292 N: 0.625,"주어진 대화를 보고, 성격 5요인을 예측하세요.",그럼 주류는 일단은 동일한 거네요
O: 0.6458 C: 0.5833 E: 0.8542 A: 0.5833 N: 0.2708,"주어진 대화를 보고, 성격 5요인을 예측하세요.",네네
O: 0.5833 C: 0.5625 E: 0.4792 A: 0.4583 N: 0.3125,"주어진 대화를 보고, 성격 5요인을 예측하세요.",주류는 일단 주류는 메인으로 가는 거고 근데 그 위치를 어디다 놓냐가 중요한 건데
O: 0.6667 C: 0.6875 E: 0.75 A: 0.5 N: 0.25,"주어진 대화를 보고, 성격 5요인을 예측하세요.",저는 왜 동쪽으로 했냐면 북쪽을 처음에 생각했는데 출입구가 이제 사람이 드나드는 곳이다 보니까 여기 많이 붐빈다고 돼 있잖아요.
O: 0.6667 C: 0.6875 E: 0.75 A: 0.5 N: 0.25,"주어진 대화를 보고, 성격 5요인을 예측하세요.",이제 축제에 오는 사람들이 처음부터 처음 구간에서부터 이렇게 사람들이 많은 곳에서 맥주를 사려고 기다리다 보면 오히려 지칠 수가 있어요.
O: 0.6667 C: 0.6875 E: 0.75 A: 0.5 N: 0.25,"주어진 대화를 보고, 성격 5요인을 예측하세요.",그래서 동쪽에 설치한 이유가 이제 처음에 구경하면서 들어오면서 사람들이 맥주를 들고 메인 무대든 그 거리를 활보하는 걸 보면서 동쪽으로 빠져서 입구에 있는 인원들을 최대한 원활한 소통 교통이 될 수 있게 최소화하고자 동쪽에 차리려고 했던 거고요
O: 0.6458 C: 0.6458 E: 0.5208 A: 0.7292 N: 0.625,"주어진 대화를 보고, 성격 5요인을 예측하세요.",서쪽은 일단 다 아닌 거네요. 근데 붐비는 거에서 붐벼서 좋냐 분비서 조금 그다음에 좀 쉼을 찾느냐
O: 0.5833 C: 0.5625 E: 0.4792 A: 0.4583 N: 0.3125,"주어진 대화를 보고, 성격 5요인을 예측하세요.",예 서쪽은 탈락이고
O: 0.6458 C: 0.6458 E: 0.5208 A: 0.7292 N: 0.625,"주어진 대화를 보고, 성격 5요인을 예측하세요.",근데 붐비는 게 붐벼서 좋냐 붐벼서 조금 그 다음에 좀 쉼을 찾느냐
O: 0.5833 C: 0.5625 E: 0.4792 A: 0.4583 N: 0.3125,"주어진 대화를 보고, 성격 5요인을 예측하세요.",저는 그게 있어요 만약에 아까 수익 창출이라고 생각을 했을 때는 북쪽으로 해야 된다고 생각드는 게 맥주가 사실 배부른 그것도 있단 말이에요.
O: 0.5833 C: 0.5625 E: 0.4792 A: 0.4583 N: 0.3125,"주어진 대화를 보고, 성격 5요인을 예측하세요.",그래서 다른 걸 다 돌고 맥주 이거 다 먹으면 배부를 것 같은데 맥주까지 한 입 정도 둘이서 하나만 먹자 이런 느낌이 들지 않을까라는 생각도 들어요
O: 0.5833 C: 0.5625 E: 0.4792 A: 0.4583 N: 0.3125,"주어진 대화를 보고, 성격 5요인을 예측하세요.",그래서 만약에 한다면 맥주를 먼저 사고 도는 느낌으로 가도 괜찮기도 하고 다 돌고 맥주 바로 살 수 있게 가는 게 좋지 않을까라는 생각도 사실 그래서 북쪽이 제일
O: 0.5833 C: 0.5625 E: 0.4792 A: 0.4583 N: 0.3125,"주어진 대화를 보고, 성격 5요인을 예측하세요.",근데 사실 4명 중에 저희 둘은 북쪽이 맞아 맞아 두 분도 북쪽을 이미 이쪽 할까 생각했을 때 일단 2순위가 북쪽이었으니까 북쪽으로 하는게 낫지 않을까
O: 0.6458 C: 0.6458 E: 0.5208 A: 0.7292 N: 0.625,"주어진 대화를 보고, 성격 5요인을 예측하세요.",다만 그냥 저는 마지막으로 했을 때가 이제 나이대가 높으신 분들이 많이 이용하시더라고요 전체적으로
O: 0.6458 C: 0.6458 E: 0.5208 A: 0.7292 N: 0.625,"주어진 대화를 보고, 성격 5요인을 예측하세요.",거기에서 이제 저희들이야 돌아다니면 괜찮은데 그냥 그래서 그랬던 거였어요 북쪽 괜찮은 것 같아요
O: 0.6458 C: 0.6458 E: 0.5208 A: 0.7292 N: 0.625,"주어진 대화를 보고, 성격 5요인을 예측하세요.",전체 나이 드신 분들이 48% 50% 더라고요.
O: 0.5833 C: 0.5625 E: 0.4792 A: 0.4583 N: 0.3125,"주어진 대화를 보고, 성격 5요인을 예측하세요.",진짜 40대 이상이 진짜 많더라고요.
O: 0.6458 C: 0.6458 E: 0.5208 A: 0.7292 N: 0.625,"주어진 대화를 보고, 성격 5요인을 예측하세요.",50%니까 저희 부모님이나 이렇게 생각해 보면 약간 그냥 일단 술판을 깐다고 하죠.
O: 0.6458 C: 0.6458 E: 0.5208 A: 0.7292 N: 0.625,"주어진 대화를 보고, 성격 5요인을 예측하세요.",판을 깐다고 하죠 그렇게 생각을 했었던 것 같아요 축제는
O: 0.5833 C: 0.5625 E: 0.4792 A: 0.4583 N: 0.3125,"주어진 대화를 보고, 성격 5요인을 예측하세요.",붐비면 분명히 나이 드신 분들은 칭얼거리긴 하시죠 부부 하씨 막 이런 도 그래서
O: 0.6458 C: 0.6458 E: 0.5208 A: 0.7292 N: 0.625,"주어진 대화를 보고, 성격 5요인을 예측하세요.",그래서 랜덤 맞으면 북쪽도 나쁘지 않습니다.
O: 0.5833 C: 0.5625 E: 0.4792 A: 0.4583 N: 0.3125,"주어진 대화를 보고, 성격 5요인을 예측하세요.",전에껀 순위 매길 수 있을 때 좋았는데 북쪽 맥주
O: 0.5833 C: 0.5625 E: 0.4792 A: 0.4583 N: 0.3125,"주어진 대화를 보고, 성격 5요인을 예측하세요.",주류로 갈까요? 그냥
O: 0.6458 C: 0.5833 E: 0.8542 A: 0.5833 N: 0.2708,"주어진 대화를 보고, 성격 5요인을 예측하세요.",주류로 가죠.
O: 0.6667 C: 0.6875 E: 0.75 A: 0.5 N: 0.25,"주어진 대화를 보고, 성격 5요인을 예측하세요.",다들 음주를 하시는 하시는 거예요  그러니까 평상시에
O: 0.5833 C: 0.5625 E: 0.4792 A: 0.4583 N: 0.3125,"주어진 대화를 보고, 성격 5요인을 예측하세요.",예 네 하죠.
O: 0.6667 C: 0.6875 E: 0.75 A: 0.5 N: 0.25,"주어진 대화를 보고, 성격 5요인을 예측하세요.",그래서 더 주류가 나았을 수도 있겠다 싶어서
O: 0.5833 C: 0.5625 E: 0.4792 A: 0.4583 N: 0.3125,"주어진 대화를 보고, 성격 5요인을 예측하세요.",주류가 너무 찾아봐도 없어서
O: 0.6458 C: 0.6458 E: 0.5208 A: 0.7292 N: 0.625,"주어진 대화를 보고, 성격 5요인을 예측하세요.",축제는 뭔가
O: 0.6458 C: 0.5833 E: 0.8542 A: 0.5833 N: 0.2708,"주어진 대화를 보고, 성격 5요인을 예측하세요.",축제를 갈 때마다 저는 항상 이 맥주를 먹게 되더라고요 차를 안 끌고 끌고 가는 이상 그런데 보통 축제에 차를 많이 끌고 가는 사람은 없잖아요.
O: 0.6667 C: 0.6875 E: 0.75 A: 0.5 N: 0.25,"주어진 대화를 보고, 성격 5요인을 예측하세요.",만약에 여기 비음주자가 있었으면 주류가 안 나왔을 수도 있겠다는 생각도 드네요.
O: 0.6458 C: 0.6458 E: 0.5208 A: 0.7292 N: 0.625,"주어진 대화를 보고, 성격 5요인을 예측하세요.",저도 잘 안 마셔요. 저도 약해서 잘 안 마시는데 칵테일 한 잔 정도는 마시니까 그래서 제가 그냥
O: 0.5833 C: 0.5625 E: 0.4792 A: 0.4583 N: 0.3125,"주어진 대화를 보고, 성격 5요인을 예측하세요.",그렇죠 그래가지고 요즘에 막 한강 이런 데 가도 바 이런 거 위스키랑 해가지고 많이 나오더라고요 하이볼 이런 것도 많이 팔더라고요
O: 0.6458 C: 0.5833 E: 0.8542 A: 0.5833 N: 0.2708,"주어진 대화를 보고, 성격 5요인을 예측하세요.",요즘 많이 나왔더라구요
O: 0.6667 C: 0.6875 E: 0.75 A: 0.5 N: 0.25,"주어진 대화를 보고, 성격 5요인을 예측하세요.",야외 부스에서요.
O: 0.6458 C: 0.6458 E: 0.5208 A: 0.7292 N: 0.625,"주어진 대화를 보고, 성격 5요인을 예측하세요.",그래서 저도 저도 그래서 제가 술 아니면 카페 했던 게 저는 잘 안 마시고 카페 커피 마시기도 하고 배달 주류가 많지 않은 것 같아요
